Album,Original,Song Name,Song-url,Artist,Artist-url,Artist Country,Release year
The Visitors,Head Over Heels,Head Over Heels,https://secondhandsongs.com/performance/1236033/versions,Cotton Club Singers,https://secondhandsongs.com/artist/158758,Hungary,2005.0
The Visitors,Head Over Heels,Head Over Heels,https://secondhandsongs.com/performance/1296565/versions,Studio 99,https://secondhandsongs.com/artist/124887,United Kingdom,2006.0
The Visitors,Head Over Heels,Head Over Heels,https://secondhandsongs.com/performance/614464/versions,Judith Nijland,https://secondhandsongs.com/artist/118919,Netherlands,2016.0
The Visitors,Head Over Heels,Head Over Heels,https://secondhandsongs.com/performance/1324948/versions,Paul Mauriat,https://secondhandsongs.com/artist/21587,France,1982.0
The Visitors,Head Over Heels,Head Over Heels,https://secondhandsongs.com/performance/1319499/versions,Antonio Serrano,https://secondhandsongs.com/artist/200912,Spain,1990.0
The Visitors,Head Over Heels,Head Over Heels,https://secondhandsongs.com/performance/1120777/versions,8 Bit Arcade,https://secondhandsongs.com/artist/99220,Australia,2020.0
The Visitors,The Visitors,The Visitors (Crackin' Up),https://secondhandsongs.com/performance/610233/versions,Abbacadabra [GB],https://secondhandsongs.com/artist/118134,United Kingdom,1992.0
The Visitors,The Visitors,The Visitors,https://secondhandsongs.com/performance/673940/versions,Television Personalities,https://secondhandsongs.com/artist/25949,United Kingdom,2005.0
The Visitors,The Visitors,The Visitors,https://secondhandsongs.com/performance/423167/versions,HEIDEMANN,https://secondhandsongs.com/artist/94493,United States,2014.0
The Visitors,The Visitors,The Visitors (Crackin' Up),https://secondhandsongs.com/performance/1191523/versions,etch,https://secondhandsongs.com/artist/184168,United States,2017.0
The Visitors,The Visitors,The Visitors,https://secondhandsongs.com/performance/1048037/versions,The Polyphonic Spree,https://secondhandsongs.com/artist/22200,United States,2020.0
The Visitors,The Visitors,The Visitors,https://secondhandsongs.com/performance/1120665/versions,8 Bit Arcade,https://secondhandsongs.com/artist/99220,Australia,2020.0
The Visitors,The Visitors,Délivrés,https://secondhandsongs.com/performance/37793/versions,"Maurice Barrier, Plastic Bertrand, Marie Framboise & Fabienne Thibeault",https://secondhandsongs.com/artist/2100+19032+19035+19036,France,1983.0
The Visitors,Cassandra,Cassandra,https://secondhandsongs.com/performance/336730/versions,Bonnie & José,https://secondhandsongs.com/artist/30245+47204,Netherlands,1985.0
The Visitors,Under Attack,Under Attack,https://secondhandsongs.com/performance/112029/versions,Lisa Stokke and Company,https://secondhandsongs.com/artist/41248,Norway,1999.0
The Visitors,Under Attack,Under Attack,https://secondhandsongs.com/performance/1120671/versions,8 Bit Arcade,https://secondhandsongs.com/artist/99220,Australia,2020.0
The Visitors,Under Attack,Unter Beschuss,https://secondhandsongs.com/performance/808195/versions,Peggy Pollow & Ensemble,https://secondhandsongs.com/artist/111993+145341,Germany,2004.0
The Visitors,Like an Angel Passing Through My Room,Like an Angel Passing Through My Room,https://secondhandsongs.com/performance/344044/versions,Hazell Dean,https://secondhandsongs.com/artist/32810,United Kingdom,1996.0
The Visitors,Like an Angel Passing Through My Room,Like an Angel Passing Through My Room,https://secondhandsongs.com/performance/55853/versions,Anne Sofie von Otter meets Elvis Costello,https://secondhandsongs.com/artist/230+14331,Sweden,2001.0
The Visitors,Like an Angel Passing Through My Room,Like an Angel Passing Through,https://secondhandsongs.com/performance/1442883/versions,Sissel,https://secondhandsongs.com/artist/16470,Norway,2006.0
The Visitors,Like an Angel Passing Through My Room,Like an Angel Passing Through My Room,https://secondhandsongs.com/performance/1192586/versions,Anja Lerch & Frank Sichmann,https://secondhandsongs.com/artist/186842+186843,Germany,2008.0
The Visitors,Like an Angel Passing Through My Room,Like an Angel Passing Through My Room,https://secondhandsongs.com/performance/506400/versions,Myrra Malmberg,https://secondhandsongs.com/artist/96640,Sweden,2011.0
The Visitors,Like an Angel Passing Through My Room,Like an Angel Passing Through My Room,https://secondhandsongs.com/performance/1469251/versions,Tossia Corman,https://secondhandsongs.com/artist/219375,Germany,2013.0
The Visitors,Like an Angel Passing Through My Room,Like an Angel Passing Through My Room,https://secondhandsongs.com/performance/1401048/versions,Celtic Woman,https://secondhandsongs.com/artist/39741,Ireland,2015.0
The Visitors,Like an Angel Passing Through My Room,Like an Angel Passing Through My Room,https://secondhandsongs.com/performance/1169075/versions,Kristjana Stefáns & Svavar Knútur,https://secondhandsongs.com/artist/178930+181538,Iceland,2020.0
The Visitors,Like an Angel Passing Through My Room,Like an Angel Passing Through My Room,https://secondhandsongs.com/performance/1120838/versions,8 Bit Arcade,https://secondhandsongs.com/artist/99220,Australia,2020.0
The Visitors,Like an Angel Passing Through My Room,La voix de Frida,https://secondhandsongs.com/performance/1442776/versions,Philippe Elan,https://secondhandsongs.com/artist/37075,France,2000.0
The Visitors,Slipping Through My Fingers,Slipping Through My Fingers,https://secondhandsongs.com/performance/112019/versions,Siobhan McCarthy and Lisa Stokke,https://secondhandsongs.com/artist/41244+41248,Ireland,1999.0
The Visitors,Slipping Through My Fingers,Slipping Through My Fingers,https://secondhandsongs.com/performance/539971/versions,Wendy Coates,https://secondhandsongs.com/artist/41779,United States,2001.0
The Visitors,Slipping Through My Fingers,Slipping Through My Fingers,https://secondhandsongs.com/performance/826292/versions,Louise Pitre,https://secondhandsongs.com/artist/101897,Canada,2001.0
The Visitors,Slipping Through My Fingers,Slipping Through My Fingers,https://secondhandsongs.com/performance/659862/versions,Rhonda Burchmore,https://secondhandsongs.com/artist/125032,Australia,2008.0
The Visitors,Slipping Through My Fingers,Slipping Through My Fingers,https://secondhandsongs.com/performance/84940/versions,Meryl Streep & Amanda Seyfried,https://secondhandsongs.com/artist/32674+32675,United States,2008.0
The Visitors,Slipping Through My Fingers,Slipping Through My Fingers,https://secondhandsongs.com/performance/1070746/versions,Valerie Quesada,https://secondhandsongs.com/artist/175648,United States,2018.0
The Visitors,Slipping Through My Fingers,Slipping Through My Fingers,https://secondhandsongs.com/performance/1087305/versions,Mazz Murray,https://secondhandsongs.com/artist/176949,United Kingdom,2020.0
The Visitors,Slipping Through My Fingers,Slipping Through My Fingers,https://secondhandsongs.com/performance/1411307/versions,Jae Hall,https://secondhandsongs.com/artist/175409,United Kingdom,2022.0
The Visitors,Slipping Through My Fingers,Slipping Through My Fingers,https://secondhandsongs.com/performance/928151/versions,Andy Findon,https://secondhandsongs.com/artist/161279,United Kingdom,2000.0
The Visitors,Slipping Through My Fingers,Slipping Through My Fingers,https://secondhandsongs.com/performance/1120796/versions,8 Bit Arcade,https://secondhandsongs.com/artist/99220,Australia,2020.0
The Visitors,Slipping Through My Fingers,Durch meine Finger rinnt die ZeitREL,https://secondhandsongs.com/performance/702721/versions,Carolin Fortenbacher & Peggy Pollow,https://secondhandsongs.com/artist/111992+111993,Germany,2004.0
The Visitors,Slipping Through My Fingers,Durch meine Finger rinnt die Zeit,https://secondhandsongs.com/performance/568609/versions,Michael Karp,https://secondhandsongs.com/artist/111991,Germany,2010.0
The Visitors,Slipping Through My Fingers,Durch meine Finger rinnt die Zeit,https://secondhandsongs.com/performance/568608/versions,Claudia Jung,https://secondhandsongs.com/artist/65243,Germany,2015.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/852684/versions,Sound Sensation(Chevron Studio Artists),https://secondhandsongs.com/artist/142016,United Kingdom,1981.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/1527271/versions,Springbok,https://secondhandsongs.com/artist/148112,South Africa,1982.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/1299551/versions,Party Service Band,https://secondhandsongs.com/artist/90394,Germany,1982.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/1037245/versions,Hot Lips Big Band,https://secondhandsongs.com/artist/108522,Sweden,1987.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/655665/versions,Véronique [CA](Véronique Béliveau),https://secondhandsongs.com/artist/97184,Canada,1989.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/539207/versions,The Flirtations [a cappella],https://secondhandsongs.com/artist/23460,United States,1992.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/610238/versions,Abbacadabra [GB],https://secondhandsongs.com/artist/118134,United Kingdom,1992.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/75213/versions,Go West,https://secondhandsongs.com/artist/13478,United Kingdom,1993.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/1162754/versions,The Deep Freeze Mice,https://secondhandsongs.com/artist/180295,United Kingdom,1995.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/344039/versions,Hazell Dean,https://secondhandsongs.com/artist/32810,United Kingdom,1996.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/769615/versions,Ulla-Britt Hasselvold,https://secondhandsongs.com/artist/139874,Norway,1996.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/1088494/versions,San Francisco Gay Men's Chorus with Nota Bene and Lollipop Guild,https://secondhandsongs.com/artist/126580,United States,1997.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/84931/versions,E-Rotic,https://secondhandsongs.com/artist/34580,Germany,1997.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/60109/versions,Dune & The London Session Orchestra,https://secondhandsongs.com/artist/26594,Germany,1998.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/195/versions,A*Teens,https://secondhandsongs.com/artist/120,Sweden,1999.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/112024/versions,Siobhan McCarthy,https://secondhandsongs.com/artist/41244,Ireland,1999.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/501175/versions,Angeleyes,https://secondhandsongs.com/artist/102314,Sweden,1999.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/31917/versions,Flowing Tears,https://secondhandsongs.com/artist/17094,Germany,2001.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/773772/versions,Javier Álvarez,https://secondhandsongs.com/artist/140418,Spain,2001.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/207357/versions,US5,https://secondhandsongs.com/artist/43321,Germany,2005.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/433938/versions,Rajaton with Lahti Symphony Orchestra,https://secondhandsongs.com/artist/57208+57209,Finland,2006.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/1296567/versions,Studio 99,https://secondhandsongs.com/artist/124887,United Kingdom,2006.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/500496/versions,Brandy [BNB],https://secondhandsongs.com/artist/124957,United States,2007.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/687913/versions,Avid All Stars,https://secondhandsongs.com/artist/54751,United Kingdom,2007.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/416157/versions,Julienne Taylor,https://secondhandsongs.com/artist/93747,United Kingdom,2008.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/1169042/versions,Kristjana Stefáns & Svavar Knútur,https://secondhandsongs.com/artist/178930+181538,Iceland,2011.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/1208257/versions,Reinxeed,https://secondhandsongs.com/artist/63592,Sweden,2014.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/614461/versions,Judith Nijland,https://secondhandsongs.com/artist/118919,Netherlands,2016.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/670311/versions,Chelsea Hart,https://secondhandsongs.com/artist/101161,United States,2017.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/721434/versions,Amanda Seyfried & Dominic Cooper,https://secondhandsongs.com/artist/32675+32978,United States,2018.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/745286/versions,Cher,https://secondhandsongs.com/artist/45,United States,2018.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/1087302/versions,Mazz Murray,https://secondhandsongs.com/artist/176949,United Kingdom,2020.0
The Visitors,One of Us,One of Us - When All Is Said And Done,https://secondhandsongs.com/performance/255486/versions,Paul Mauriat,https://secondhandsongs.com/artist/21587,France,1982.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/257512/versions,Caravelli,https://secondhandsongs.com/artist/41436,France,1982.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/933780/versions,The Munich Philharmonic Orchestra,https://secondhandsongs.com/artist/101335,Germany,1991.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/457734/versions,Richard Clayderman,https://secondhandsongs.com/artist/5331,France,1993.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/928170/versions,Andy Findon,https://secondhandsongs.com/artist/161279,United Kingdom,2000.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/844400/versions,Babies & Kids,https://secondhandsongs.com/artist/104297,Argentina,2008.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/229705/versions,Siddhi J Sundt,https://secondhandsongs.com/artist/64045,Sweden,2012.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/1458188/versions,Grande Moravia Ladislava Pavluše,https://secondhandsongs.com/artist/218037,Czech Republic,2014.0
The Visitors,One of Us,One of Us,https://secondhandsongs.com/performance/1120563/versions,8 Bit Arcade,https://secondhandsongs.com/artist/99220,Australia,2020.0
The Visitors,One of Us,Ich sah deine Tränen,https://secondhandsongs.com/performance/338494/versions,Marianne Rosenberg,https://secondhandsongs.com/artist/40690,Germany,1982.0
The Visitors,One of Us,Ich sah deine Tränen,https://secondhandsongs.com/performance/466547/versions,Julia Lindholm,https://secondhandsongs.com/artist/98590,Sweden,2016.0
The Visitors,One of Us,Einer von uns,https://secondhandsongs.com/performance/808196/versions,Carolin Fortenbacher,https://secondhandsongs.com/artist/111992,Germany,2004.0
The Visitors,The Day Before You Came,The Day Before You Came,https://secondhandsongs.com/performance/1527391/versions,Springbok,https://secondhandsongs.com/artist/148112,South Africa,1982.0
The Visitors,The Day Before You Came,The Day Before You Came,https://secondhandsongs.com/performance/64335/versions,Blancmange,https://secondhandsongs.com/artist/14311,United Kingdom,1984.0
The Visitors,The Day Before You Came,The Day Before You Came,https://secondhandsongs.com/performance/1447612/versions,The Stars Unlimited Singers,https://secondhandsongs.com/artist/216268,Netherlands,1985.0
The Visitors,The Day Before You Came,The Day Before You Came,https://secondhandsongs.com/performance/610237/versions,Abbacadabra [GB],https://secondhandsongs.com/artist/118134,United Kingdom,1992.0
The Visitors,The Day Before You Came,The Day Before You Came,https://secondhandsongs.com/performance/207371/versions,Tanita Tikaram,https://secondhandsongs.com/artist/8802,United Kingdom,1998.0
The Visitors,The Day Before You Came,The Day Before You Came,https://secondhandsongs.com/performance/395349/versions,Jacques,https://secondhandsongs.com/artist/91678,United Kingdom,2000.0
The Visitors,The Day Before You Came,Cover Version II,https://secondhandsongs.com/performance/237659/versions,Steven Wilson,https://secondhandsongs.com/artist/40096,United Kingdom,2004.0
The Visitors,The Day Before You Came,The Day Before You Came,https://secondhandsongs.com/performance/77414/versions,Anne Sofie von Otter,https://secondhandsongs.com/artist/14331,Sweden,2006.0
The Visitors,The Day Before You Came,Day Before You Came,https://secondhandsongs.com/performance/1296559/versions,Studio 99,https://secondhandsongs.com/artist/124887,United Kingdom,2006.0
The Visitors,The Day Before You Came,The Day Before You Came,https://secondhandsongs.com/performance/1361531/versions,The Real Tuesday Weld,https://secondhandsongs.com/artist/44650,United Kingdom,2007.0
The Visitors,The Day Before You Came,The Day Before You Came,https://secondhandsongs.com/performance/274447/versions,B.E.F. featuring Maxim,https://secondhandsongs.com/artist/11013+21800,United Kingdom,2013.0
The Visitors,The Day Before You Came,The Day Before You Came,https://secondhandsongs.com/performance/301140/versions,Parralox,https://secondhandsongs.com/artist/40042,Australia,2013.0
The Visitors,The Day Before You Came,The Day Before You Came,https://secondhandsongs.com/performance/669961/versions,Some Velvet Morning,https://secondhandsongs.com/artist/126276,United Kingdom,2015.0
The Visitors,The Day Before You Came,The Day Before You Came,https://secondhandsongs.com/performance/473451/versions,"Kirsti, Ola & Erik",https://secondhandsongs.com/artist/99431,Norway,2015.0
The Visitors,The Day Before You Came,The Day Before You Came,https://secondhandsongs.com/performance/721450/versions,Meryl Streep,https://secondhandsongs.com/artist/32674,United States,2018.0
The Visitors,The Day Before You Came,The Day Before You Came,https://secondhandsongs.com/performance/928169/versions,Andy Findon,https://secondhandsongs.com/artist/161279,United Kingdom,2000.0
The Visitors,The Day Before You Came,The Day Before You Came,https://secondhandsongs.com/performance/614216/versions,Benny Andersson,https://secondhandsongs.com/artist/3170,Sweden,2017.0
The Visitors,The Day Before You Came,The Day Before You Came,https://secondhandsongs.com/performance/1120787/versions,8 Bit Arcade,https://secondhandsongs.com/artist/99220,Australia,2020.0
The Visitors,The Day Before You Came,Met kerst ben ik alleen,https://secondhandsongs.com/performance/112418/versions,André Hazes,https://secondhandsongs.com/artist/11523,Netherlands,1982.0
The Visitors,The Day Before You Came,Ich war zu lang' allein,https://secondhandsongs.com/performance/725152/versions,Andrea Wilke,https://secondhandsongs.com/artist/133810,Germany,1983.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/1352084/versions,Springbok,https://secondhandsongs.com/artist/148112,South Africa,1978.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/1058467/versions,The Sessionmen(MFP Studio Artists),https://secondhandsongs.com/artist/107640,United Kingdom,1979.0
Voulez-Vous,Summer Night City,Stars on 45 - Voulez-Vous - S.O.S. - Bang a Boomerang - Money Money - Knowing Me Knowing You - Fern…,https://secondhandsongs.com/performance/600132/versions,Stars on 45,https://secondhandsongs.com/artist/39612,Netherlands,1981.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/1136184/versions,DRS Big Band,https://secondhandsongs.com/artist/180102,Switzerland,1985.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/610504/versions,Abbacadabra [GB],https://secondhandsongs.com/artist/118134,United Kingdom,1997.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/501183/versions,Angeleyes,https://secondhandsongs.com/artist/102314,Sweden,1999.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/31907/versions,Therion,https://secondhandsongs.com/artist/10863,Sweden,2001.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/20515/versions,Nils Landgren Funk Unit,https://secondhandsongs.com/artist/12351,Sweden,2004.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/1271511/versions,Offer Nissim feat. Maya,https://secondhandsongs.com/artist/177962+195447,Israel,2005.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/1296572/versions,Studio 99,https://secondhandsongs.com/artist/124887,United Kingdom,2006.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/1274968/versions,Roma Kenga,https://secondhandsongs.com/artist/195860,Russia,2009.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/1208272/versions,Reinxeed,https://secondhandsongs.com/artist/63592,Sweden,2011.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/614469/versions,Judith Nijland,https://secondhandsongs.com/artist/118919,Netherlands,2016.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/1062006/versions,Hazell Dean,https://secondhandsongs.com/artist/32810,United Kingdom,2017.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/1460629/versions,Claire Richards with Andy Bell,https://secondhandsongs.com/artist/6372+94984,United Kingdom,2023.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/112928/versions,Franck Pourcel,https://secondhandsongs.com/artist/23317,France,1978.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/1326409/versions,Caravelli,https://secondhandsongs.com/artist/41436,France,1980.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/851315/versions,Lasse Lindgren,https://secondhandsongs.com/artist/95657,Sweden,2015.0
Voulez-Vous,Summer Night City,Summer Night City,https://secondhandsongs.com/performance/1120672/versions,8 Bit Arcade,https://secondhandsongs.com/artist/99220,Australia,2020.0
Voulez-Vous,If It Wasn't for the Nights,If It Wasn't for the Nights,https://secondhandsongs.com/performance/344048/versions,Hazell Dean,https://secondhandsongs.com/artist/32810,United Kingdom,1996.0
Voulez-Vous,If It Wasn't for the Nights,If It Wasn't for the Nights,https://secondhandsongs.com/performance/1499232/versions,Jane Inc.,https://secondhandsongs.com/artist/206000,Canada,2023.0
Voulez-Vous,If It Wasn't for the Nights,If It Wasn't for the Nights,https://secondhandsongs.com/performance/1120829,8 Bit Arcade,https://secondhandsongs.com/artist/99220,Australia,2020.0
Voulez-Vous,Does Your Mother Know,Does Your Mother Know,https://secondhandsongs.com/performance/352358/versions,Top of the Pops,https://secondhandsongs.com/artist/78114,United Kingdom,1979.0
Voulez-Vous,Does Your Mother Know,Does Your Mother Know,https://secondhandsongs.com/performance/1525869/versions,Springbok,https://secondhandsongs.com/artist/148112,South Africa,1979.0
Voulez-Vous,Does Your Mother Know,Born to Be Alive - Does Your Mother Know,https://secondhandsongs.com/performance/228077/versions,Max Greger,https://secondhandsongs.com/artist/63767,Germany,1979.0
Voulez-Vous,Does Your Mother Know,Does Your Mother Know,https://secondhandsongs.com/performance/1354495/versions,Mario Cavallero son orchestre et ses chanteurs,https://secondhandsongs.com/artist/154958,France,1979.0
Voulez-Vous,Does Your Mother Know,Does Your Mother Know,https://secondhandsongs.com/performance/1179980/versions,Bhonus,https://secondhandsongs.com/artist/180434,Sweden,1990.0
Voulez-Vous,Does Your Mother Know,Does Your Mother Know,https://secondhandsongs.com/performance/309134/versions,Pelle Almgren & Wow Liksom,https://secondhandsongs.com/artist/78031,Sweden,1992.0
Voulez-Vous,Does Your Mother Know,Does Your Mother Know,https://secondhandsongs.com/performance/549879/versions,Björn Again,https://secondhandsongs.com/artist/7063,Australia,1994.0
Voulez-Vous,Does Your Mother Know,Does Your Mother Know?,https://secondhandsongs.com/performance/58548/versions,Ash,https://secondhandsongs.com/artist/9855,United Kingdom,1996.0
Voulez-Vous,Does Your Mother Know,Does Your Mother Know,https://secondhandsongs.com/performance/648616/versions,The Smith College Smiffenpoofs,https://secondhandsongs.com/artist/100428,United States,1997.0
Voulez-Vous,Does Your Mother Know,Does Your Mother Know,https://secondhandsongs.com/performance/1088501/versions,San Francisco Gay Men's Chorus,https://secondhandsongs.com/artist/126580,United States,1997.0
Voulez-Vous,Does Your Mother Know,Does Your Mother Know?,https://secondhandsongs.com/performance/130623/versions,Liberator [SE],https://secondhandsongs.com/artist/44926,Sweden,1998.0
Voulez-Vous,Does Your Mother Know,Does Your Mother Know,https://secondhandsongs.com/performance/688014/versions,"Helen Sjöholm, Karin Glenmark, Tommy Körberg, Anders Glenmark",https://secondhandsongs.com/artist/32534+37393+69679+114652,Sweden,1998.0
Voulez-Vous,Does Your Mother Know,Does Your Mother Know?,https://secondhandsongs.com/performance/112022/versions,"Louise Plowright, Neal Wright, and Company",https://secondhandsongs.com/artist/41245+41247,United Kingdom,1999.0
Voulez-Vous,Does Your Mother Know,Does Your Mother Know,https://secondhandsongs.com/performance/4005/versions,B*Witched,https://secondhandsongs.com/artist/1959,Ireland,1999.0
Voulez-Vous,Does Your Mother Know,Does Your Mother Know?,https://secondhandsongs.com/performance/80362/versions,Apocalypse Babys,https://secondhandsongs.com/artist/33313,United Kingdom,1999.0
Voulez-Vous,Does Your Mother Know,Does Your Mother Know?,https://secondhandsongs.com/performance/466408/versions,Sha-Na,https://secondhandsongs.com/artist/13833,Belgium,1999.0
Voulez-Vous,Does Your Mother Know,Woman from Tokyo / Does Your Mother Know,https://secondhandsongs.com/performance/75165/versions,The Black Sweden,https://secondhandsongs.com/artist/31588,Sweden,2000.0
Voulez-Vous,Does Your Mother Know,Does Your Mother Know,https://secondhandsongs.com/performance/51103/versions,The Restarts,https://secondhandsongs.com/artist/23196,United Kingdom,2002.0
Voulez-Vous,Does Your Mother Know,Does Your Mother Know?,https://secondhandsongs.com/performance/500678/versions,Will Mellor,https://secondhandsongs.com/artist/96450,United Kingdom,2004.0
